DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	10q21.1	10	55789536	MTRNR2L5	GAPDHP21 - ZWINT	ENSG00000236993	ENSG00000122952		121186	567691	rs16907840-?	rs16907840	0	16907840	intergenic_variant	1	NR	8E-6	5.096910013008056	(Whole cohort; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	7p12.1	7	51938719	COBL	RN7SL292P - SGO1P2	ENSG00000242650	ENSG00000234304		221797	953118	rs406001-?	rs406001	0	406001	intergenic_variant	1	NR	3E-8	7.522878745280337	(Trauma exposed controls; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	4q32.3	4	165951384	TLL1	TLL1			ENSG00000038295			rs6812849-?	rs6812849	0	6812849	intron_variant	0	NR	5E-7	6.301029995663981	(Trauma exposed controls; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	8q23.3	8	114566078	TRPS1	Y_RNA - CARS1P2	ENSG00000202522	ENSG00000253756		615080	225575	rs7014900-?	rs7014900	0	7014900	intergenic_variant	1	NR	4E-6	5.3979400086720375	(Trauma exposed controls; AA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	1q44	1	243852691	AKT3	AKT3 - LINC02774	ENSG00000117020	ENSG00000226828		1612	64711	rs4430311-?	rs4430311	0	4430311	intergenic_variant	1	NR	6E-6	5.221848749616356	(Trauma exposed controls; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	4q13.1	4	64526494	TECRL	DPP3P1 - MTCO3P27	ENSG00000250768	ENSG00000251430		93279	79924	rs1425392-?	rs1425392	0	1425392	intergenic_variant	1	NR	7E-6	5.154901959985743	(Trauma exposed controls; EA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	8q23.3	8	114566078	TRPS1	Y_RNA - CARS1P2	ENSG00000202522	ENSG00000253756		615080	225575	rs7014900-?	rs7014900	0	7014900	intergenic_variant	1	NR	2E-6	5.698970004336019	(Whole cohort; AA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2013-11-14	23726511	Xie P	2013-05-28	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23726511	Genome-wide association study identifies new susceptibility loci for posttraumatic stress disorder.	Post-traumatic stress disorder (asjusted for relatedness)	up to 308 European ancestry cases, up to 1,538 European ancestry controls, up to 456 African American cases, up to 2,936 African American controls	NA	14q21.3	14	48957639	RPS29	RPL18P1 - ATP5MC2P2	ENSG00000242417	ENSG00000258401		467205	416327	rs7158872-?	rs7158872	0	7158872	intergenic_variant	1	NR	2E-6	5.698970004336019	(Whole cohort; AA)			Illumina [up to 871502]	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST002037	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	1p31.1	1	73260315		RN7SKP19 - LINC01360	ENSG00000251825	ENSG00000233973		68460	45294	rs12136984-T	rs12136984	0	12136984	intergenic_variant	1	NR	4E-11	10.397940008672037		0.013381119	[0.0094-0.0173] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	1q31.2	1	191363387		LINC01680 - LINC02770	ENSG00000233882	ENSG00000228215		134920	460045	rs1246683-A	rs1246683	0	1246683	regulatory_region_variant	1	NR	2E-9	8.698970004336019		0.028631646	[0.019-0.038] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	1q32.1	1	201839379		IPO9			ENSG00000198700			rs77635059-A	rs77635059	0	77635059	intron_variant	0	NR	3E-8	7.522878745280337		0.012592289	[0.0082-0.017] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	2p24.1	2	22239453		RN7SL117P - RNA5SP87	ENSG00000264192	ENSG00000206882		316165	99433	rs4073935-T	rs4073935	0	4073935	intron_variant	1	NR	4E-10	9.397940008672037		0.012661945	[0.0087-0.0166] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	2p16.1	2	57987406		VRK2			ENSG00000028116			rs77736916-A	rs77736916	0	77736916	intron_variant	0	NR	2E-8	7.698970004336019		0.034358457	[0.022-0.046] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	2q36.1	2	222004841		HSPA9P1 - RPL23AP28	ENSG00000226666	ENSG00000226331		41076	39684	rs2395841-T	rs2395841	0	2395841	intergenic_variant	1	NR	7E-10	9.154901959985743		0.012494325	[0.0085-0.0165] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	3q13.31	3	114373624		ZBTB20, ZBTB20-AS1			ENSG00000181722, ENSG00000241560			rs12491672-T	rs12491672	0	12491672	intron_variant	0	NR	6E-9	8.221848749616356		0.012077049	[0.008-0.0161] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	4q13.2	4	67163204		RNU6-699P - RNU1-63P	ENSG00000252890	ENSG00000206629		265833	266387	rs1346075-T	rs1346075	0	1346075	intergenic_variant	1	NR	2E-8	7.698970004336019		0.011365333	[0.0074-0.0154] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	4q27	4	122265238		BLTP1			ENSG00000138688			rs45510091-A	rs45510091	0	45510091	intron_variant	0	NR	7E-9	8.154901959985743		0.025545852	[0.017-0.034] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	4q34.2	4	175802855		GPM6A-DT, GPM6A			ENSG00000249106, ENSG00000150625			rs116763944-T	rs116763944	0	116763944	intron_variant	0	NR	4E-8	7.3979400086720375		0.028130248	[0.018-0.038] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	5q21.3	5	108436970		FBXL17 - LINC01023	ENSG00000145743	ENSG00000272523		54872	288737	rs59423465-T	rs59423465	0	59423465	intergenic_variant	1	NR	5E-9	8.301029995663981		0.014390686	[0.0096-0.0192] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	5q31.3	5	140845552		PCDHA6, PCDHA5, PCDHA7, PCDHA3, PCDHA1, PCDHA8, PCDHA4, PCDHA2			ENSG00000081842, ENSG00000204965, ENSG00000204963, ENSG00000255408, ENSG00000204970, ENSG00000204962, ENSG00000204967, ENSG00000204969			rs251350-T	rs251350	0	251350	intron_variant	0	NR	4E-8	7.3979400086720375		0.01113201	[0.0072-0.0151] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	6p22.1	6	29291732		LINC03003, LINC03003			ENSG00000290496, ENSG00000197171			rs145108206-A	rs145108206	0	145108206	non_coding_transcript_exon_variant	0	NR	1E-11	11.0		0.030645741	[0.022-0.04] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	7p22.3	7	2047179		MAD1L1			ENSG00000002822			rs10235664-T	rs10235664	0	10235664	intron_variant	0	NR	7E-13	12.154901959985743		0.01679391	[0.012-0.021] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	7p21.3	7	12244752		TMEM106B - VWDE	ENSG00000106460	ENSG00000146530		1385	86133	rs4721064-A	rs4721064	0	4721064	intergenic_variant	1	NR	2E-9	8.698970004336019		0.012337006	[0.0083-0.0164] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	7p15.3	7	21491543		SP4			ENSG00000105866			rs28541530-A	rs28541530	0	28541530	intron_variant	0	NR	3E-8	7.522878745280337		0.012032229	[0.0078-0.0163] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	9q22.31	9	93418793		Y_RNA - FAM120AOS	ENSG00000202522	ENSG00000188938		827	12648	rs10992729-T	rs10992729	0	10992729	intergenic_variant	1	NR	1E-9	9.0		0.0130529115	[0.0088-0.0173] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	11p15.2	11	16319103		SOX6			ENSG00000110693			rs931774-T	rs931774	0	931774	intron_variant	0	NR	6E-10	9.221848749616356		0.016833887	[0.012-0.022] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	11q23.2	11	112959803		LINC02763 - NCAM1	ENSG00000254968	ENSG00000149294		335236	1472	rs10891480-T	rs10891480	0	10891480	non_coding_transcript_exon_variant	1	NR	2E-10	9.698970004336019		0.013172812	[0.0091-0.0172] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	11q25	11	133662104		OPCML - LINC02743	ENSG00000183715	ENSG00000255258		129603	121567	rs10791303-T	rs10791303	0	10791303	intergenic_variant	1	NR	3E-10	9.522878745280337		0.01317613	[0.0091-0.0173] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (phenotype risk score)	497,803 European ancestry individuals	NA	13q21.32	13	65883864		LINC01052			ENSG00000234767			rs76240467-A	rs76240467	0	76240467	intron_variant	0	NR	1E-8	8.0		0.030820195	[0.02-0.041] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103931	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (mental health questionnaire or predicted)	497,803 European ancestry individuals	NA	7p15.3	7	21442353		SP4			ENSG00000105866			rs4722031-A	rs4722031	0	4722031	intron_variant	0	NR	7E-9	8.154901959985743		0.012590794	[0.0083-0.0169] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103929	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (mental health questionnaire or predicted)	497,803 European ancestry individuals	NA	9p21.3	9	22301384		CDKN2B-AS1 - DMRTA1	ENSG00000240498	ENSG00000176399		173281	145440	rs1575973-T	rs1575973	0	1575973	intergenic_variant	1	NR	2E-8	7.698970004336019		0.023916995	[0.016-0.032] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103929	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (mental health questionnaire or predicted)	497,803 European ancestry individuals	NA	1q31.2	1	191363387		LINC01680 - LINC02770	ENSG00000233882	ENSG00000228215		134920	460045	rs1246683-A	rs1246683	0	1246683	regulatory_region_variant	1	NR	6E-9	8.221848749616356		0.027685566	[0.018-0.037] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103929	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (mental health questionnaire or predicted)	497,803 European ancestry individuals	NA	2p24.1	2	22240542		RN7SL117P - RNA5SP87	ENSG00000264192	ENSG00000206882		317254	98344	rs4073950-T	rs4073950	0	4073950	intron_variant	1	NR	2E-10	9.698970004336019		0.012962403	[0.009-0.0169] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103929	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (mental health questionnaire or predicted)	497,803 European ancestry individuals	NA	2q32.1	2	184634813		ZNF804A			ENSG00000170396			rs62176173-T	rs62176173	0	62176173	intron_variant	0	NR	1E-9	9.0		0.013152816	[0.0089-0.0174] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103929	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (mental health questionnaire or predicted)	497,803 European ancestry individuals	NA	11p15.2	11	16319103		SOX6			ENSG00000110693			rs931774-T	rs931774	0	931774	intron_variant	0	NR	2E-8	7.698970004336019		0.01534465	[0.01-0.021] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103929	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (mental health questionnaire or predicted)	497,803 European ancestry individuals	NA	4q27	4	122265238		BLTP1			ENSG00000138688			rs45510091-A	rs45510091	0	45510091	intron_variant	0	NR	7E-9	8.154901959985743		0.025554672	[0.017-0.034] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103929	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (mental health questionnaire or predicted)	497,803 European ancestry individuals	NA	14q21.1	14	42113399		LRFN5 - YWHAQP1	ENSG00000165379	ENSG00000258934		208850	693979	rs1684713-A	rs1684713	0	1684713	intergenic_variant	1	NR	9E-9	8.045757490560675		0.012275437	[0.0081-0.0165] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103929	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (mental health questionnaire or predicted)	497,803 European ancestry individuals	NA	4p15.2	4	25407216		ANAPC4			ENSG00000053900			rs34811474-A	rs34811474	0	34811474	missense_variant	0	NR	5E-8	7.301029995663981		0.013090584	[0.0084-0.0178] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103929	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (mental health questionnaire or predicted)	497,803 European ancestry individuals	NA	15q26.1	15	90884967		FES			ENSG00000182511			rs2071382-T	rs2071382	0	2071382	intron_variant	0	NR	2E-9	8.698970004336019		0.012122937	[0.0082-0.0161] unit decrease	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103929	Genome-wide genotyping array
2022-05-27	35181757	Wendt FR	2022-02-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35181757	Using phenotype risk scores to enhance gene discovery for generalized anxiety disorder and posttraumatic stress disorder.	Post-traumatic stress disorder (mental health questionnaire or predicted)	497,803 European ancestry individuals	NA	16q23.1	16	74421413		CLEC18B			ENSG00000140839			rs62056018-A	rs62056018	0	62056018	5_prime_UTR_variant	0	NR	2E-8	7.698970004336019		0.026899545	[0.018-0.036] unit increase	Affymetrix [NR] (imputed)	N	post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	GCST90103929	Genome-wide genotyping array
