DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	21q22.2	21	39272184		BRWD1			ENSG00000185658			rs145104523-?	rs145104523	0	145104523	intron_variant	0	NR	6E-10	9.221848749616356				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	22q13.1	22	37742372		TRIOBP			ENSG00000100106			rs4396807-?	rs4396807	0	4396807	intron_variant	0	NR	1E-8	8.0				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	22q13.1	22	39444823		TAB1 - MGAT3	ENSG00000100324	ENSG00000128268		7763	12189	rs5750830-?	rs5750830	0	5750830	intergenic_variant	1	NR	2E-13	12.698970004336019				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	22q13.1	22	39580181		CACNA1I			ENSG00000100346			rs5750853-?	rs5750853	0	5750853	intron_variant	0	NR	2E-9	8.698970004336019				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	22q13.2	22	41596165		PMM1 - DESI1	ENSG00000100417	ENSG00000100418		6294	1863	rs62236533-?	rs62236533	0	62236533	intergenic_variant	1	NR	3E-11	10.522878745280337				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	22q13.2	22	41629819		XRCC6			ENSG00000196419			rs28741121-?	rs28741121	0	28741121	intron_variant	0	NR	7E-10	9.154901959985743				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	22q13.2	22	41974987		SEPTIN3			ENSG00000100167			rs5751191-?	rs5751191	0	5751191	intron_variant	0	NR	1E-8	8.0				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q12	14	26693698		NOVA1-DT			ENSG00000257842			rs8006700-?	rs8006700	0	8006700	intron_variant	0	NR	5E-9	8.301029995663981				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q12	14	28950686		LINC02326, LINC02327			ENSG00000257523, ENSG00000258038			rs140802584-?	rs140802584	0	140802584	intron_variant	0	NR	1E-8	8.0				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q12	14	29131153		LINC02326 - RNU11-5P	ENSG00000257523	ENSG00000212518		66160	345631	rs176217-?	rs176217	0	176217	intron_variant	1	NR	3E-12	11.522878745280337				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q12	14	29224828		LINC02326 - RNU11-5P	ENSG00000257523	ENSG00000212518		159835	251956	rs17641673-?	rs17641673	0	17641673	intron_variant	1	NR	1E-8	8.0				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q12	14	29605481		PRKD1			ENSG00000184304			rs971681-?	rs971681	0	971681	intron_variant	0	NR	3E-9	8.522878745280337				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q12	14	32809804		AKAP6			ENSG00000151320			rs12885221-?	rs12885221	0	12885221	intron_variant	0	NR	1E-10	10.0				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q12	14	32813026		AKAP6			ENSG00000151320			rs10133551-?	rs10133551	0	10133551	intron_variant	0	NR	8E-14	13.096910013008056				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q12	14	32823537		AKAP6			ENSG00000151320			rs2239647-?	rs2239647	0	2239647	synonymous_variant	0	NR	2E-16	15.698970004336019				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q12	14	32824836		AKAP6			ENSG00000151320			rs2057121-?	rs2057121	0	2057121	intron_variant	0	NR	5E-9	8.301029995663981				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q12	14	32834311		AKAP6			ENSG00000151320			rs7146202-?	rs7146202	0	7146202	3_prime_UTR_variant	0	NR	5E-16	15.301029995663981				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q12	14	32835254		AKAP6			ENSG00000151320			rs2143976-?	rs2143976	0	2143976	3_prime_UTR_variant	0	NR	4E-9	8.397940008672037				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q12	14	32838815		AKAP6 - NPAS3	ENSG00000151320	ENSG00000151322		1131	95581	rs8016504-?	rs8016504	0	8016504	intergenic_variant	1	NR	1E-9	9.0				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q13.3	14	36525193		NKX2-1-AS1 - PHKBP2	ENSG00000253563	ENSG00000258467		2177	8313	rs11623992-?	rs11623992	0	11623992	intron_variant	1	NR	1E-8	8.0				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q13.3	14	36532930		NKX2-1-AS1 - PHKBP2	ENSG00000253563	ENSG00000258467		9914	576	rs11622558-?	rs11622558	0	11622558	intron_variant	1	NR	4E-9	8.397940008672037				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q21.1	14	40664963		FBXO33 - LINC02315	ENSG00000165355	ENSG00000251363		1232497	289730	rs35760956-?	rs35760956	0	35760956	intron_variant	1	NR	4E-11	10.397940008672037				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q24.2	14	72905361		DPF3 - DCAF4	ENSG00000205683	ENSG00000119599		11260	21016	rs17182055-?	rs17182055	0	17182055	regulatory_region_variant	1	NR	5E-8	7.301029995663981				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q24.2	14	72996771		ZFYVE1			ENSG00000165861			rs1007934-?	rs1007934	0	1007934	intron_variant	0	NR	5E-8	7.301029995663981				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q32.2	14	98080574		LINC01550 - LINC02295	ENSG00000246223	ENSG00000258511		102450	55412	rs17698580-?	rs17698580	0	17698580	intron_variant	1	NR	3E-10	9.522878745280337				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q32.2	14	98204512		LINC02295 - RN7SL714P	ENSG00000258511	ENSG00000241757		41361	146855	rs12435486-?	rs12435486	0	12435486	intron_variant	1	NR	9E-10	9.045757490560675				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q32.32	14	103367332		HMGB3P26 - RPSAP5	ENSG00000259428	ENSG00000243904		2512	6701	rs7149827-?	rs7149827	0	7149827	intergenic_variant	1	NR	5E-9	8.301029995663981				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q32.33	14	103520803		CKB			ENSG00000166165			rs2071407-?	rs2071407	0	2071407	intron_variant	0	NR	1E-15	15.0				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q32.33	14	103545657		TRMT61A - RNU7-160P	ENSG00000166166	ENSG00000252469		8584	4688	rs61996704-?	rs61996704	0	61996704	intergenic_variant	1	NR	1E-8	8.0				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	14q32.33	14	103551616		RNU7-160P - BAG5	ENSG00000252469	ENSG00000166170		1210	4929	rs10149470-?	rs10149470	0	10149470	regulatory_region_variant	1	NR	2E-16	15.698970004336019				NR [6307410] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder, intelligence	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004337	GCST90134330	Genome-wide genotyping array
